cancov;elev;X;Y
0;344.1503261;498373.156;4900251.277
0;370.4001357;499373.156;4900251.277
7.209501246;465.1550156;500373.156;4900251.277
41.77825877;897.992544;501373.156;4900251.277
51.07932109;1106.236501;502373.156;4900251.277
68.3269089;833.0366581;430373.156;4901251.277
69.7238826;635.7466231;431373.156;4901251.277
70.80968699;540.2783554;432373.156;4901251.277
67.19465074;590.8315705;433373.156;4901251.277
64.3830728;599.1040082;434373.156;4901251.277
66.01736471;492.7376973;435373.156;4901251.277
73.33330171;531.3307947;436373.156;4901251.277
66.65772425;597.3638865;437373.156;4901251.277
60.8140412;432.8442448;438373.156;4901251.277
63.73423491;724.0540597;439373.156;4901251.277
68.83031688;718.2012365;440373.156;4901251.277
68.17609766;528.128809;441373.156;4901251.277
64.9217968;818.1410936;442373.156;4901251.277
63.22657664;1123.352659;443373.156;4901251.277
67.46138338;1421.362111;444373.156;4901251.277
71.41745381;1620.323309;445373.156;4901251.277
72.15426095;1428.906816;446373.156;4901251.277
67.54942578;906.5694085;447373.156;4901251.277
64.41006635;903.3996841;448373.156;4901251.277
69.25384741;1204.033998;449373.156;4901251.277
71.92676127;1586.032429;450373.156;4901251.277
73.70951412;1624.25163;451373.156;4901251.277
72.36676771;1716.21268;452373.156;4901251.277
74.51866089;1848.441678;453373.156;4901251.277
69.45730084;2262.443483;454373.156;4901251.277
71.73491345;1958.294625;455373.156;4901251.277
71.92191363;1783.217169;456373.156;4901251.277
70.91096812;1535.238547;457373.156;4901251.277
68.37734975;1264.44127;458373.156;4901251.277
66.93846493;1130.450839;459373.156;4901251.277
71.16276661;1199.994205;460373.156;4901251.277
73.90718437;1326.209399;461373.156;4901251.277
74.23588335;1392.275505;462373.156;4901251.277
51.18395828;1574.51144;463373.156;4901251.277
68.85892658;1498.913032;464373.156;4901251.277
62.69039028;1417.067085;465373.156;4901251.277
35.75565244;1092.938721;466373.156;4901251.277
72.08293515;929.0685495;467373.156;4901251.277
67.77837797;620.9006863;468373.156;4901251.277
54.37574895;589.4623876;469373.156;4901251.277
55.68145981;535.608001;470373.156;4901251.277
62.09438867;698.4600191;471373.156;4901251.277
55.1058428;741.4989702;472373.156;4901251.277
32.89499877;782.1184229;473373.156;4901251.277
38.89628167;710.448492;474373.156;4901251.277
31.51819348;485.9897709;475373.156;4901251.277
8.859839258;405.2784117;476373.156;4901251.277
7.431265502;324.2210467;477373.156;4901251.277
12.84845644;302.5221704;478373.156;4901251.277
0.904753325;301.6189294;479373.156;4901251.277
4.727733126;301.1008047;480373.156;4901251.277
0.104923308;303.4135874;481373.156;4901251.277
0;303.7681298;482373.156;4901251.277
0.272836858;305.2045739;483373.156;4901251.277
1.821000222;305.4414568;484373.156;4901251.277
3.072056372;303.3916961;485373.156;4901251.277
4.035134376;308.9819123;486373.156;4901251.277
0;314.5434765;487373.156;4901251.277
0;314.9248704;488373.156;4901251.277
0;317.3987166;489373.156;4901251.277
0.131211737;320.7064876;490373.156;4901251.277
0.920884451;321.8612783;491373.156;4901251.277
0;321.0222816;492373.156;4901251.277
2.687626291;322.4713249;493373.156;4901251.277
5.668522039;326.2332822;494373.156;4901251.277
0.001352039;325.5653084;495373.156;4901251.277
0;326.5263853;496373.156;4901251.277
0;333.1766801;497373.156;4901251.277
0;344.3699916;498373.156;4901251.277
0;366.3483767;499373.156;4901251.277
6.935193436;472.7309797;500373.156;4901251.277
39.39491718;742.6777316;501373.156;4901251.277
44.75651827;918.6310308;502373.156;4901251.277
68.62019082;844.940324;430373.156;4902251.277
67.88928694;934.06336;431373.156;4902251.277
65.41148011;743.7729283;432373.156;4902251.277
63.70806238;482.4794918;433373.156;4902251.277
66.60869941;523.5568347;434373.156;4902251.277
64.63548081;660.8889772;435373.156;4902251.277
63.59916132;402.2843241;436373.156;4902251.277
59.31736933;431.22762;437373.156;4902251.277
67.02551251;604.807229;438373.156;4902251.277
53.37416333;733.8200012;439373.156;4902251.277
63.76584617;811.2633208;440373.156;4902251.277
64.76755819;573.5721742;441373.156;4902251.277
67.14303278;493.5620008;442373.156;4902251.277
65.43924573;740.2426687;443373.156;4902251.277
64.51011199;1057.349925;444373.156;4902251.277
63.17119908;1287.762276;445373.156;4902251.277
68.42315273;1264.772742;446373.156;4902251.277
65.1116336;648.0939389;447373.156;4902251.277
63.49985995;934.1095659;448373.156;4902251.277
69.58902427;1616.672968;449373.156;4902251.277
63.23106792;2413.496555;450373.156;4902251.277
68.19683354;2626.686102;451373.156;4902251.277
74.55291913;2579.940988;452373.156;4902251.277
71.24432616;2487.434702;453373.156;4902251.277
71.45637409;2421.356558;454373.156;4902251.277
72.10754561;1998.40936;455373.156;4902251.277
73.62913684;1877.208081;456373.156;4902251.277
67.62125788;1902.652308;457373.156;4902251.277
72.75956233;1610.079785;458373.156;4902251.277
68.07882139;1397.926554;459373.156;4902251.277
68.13143297;1488.771501;460373.156;4902251.277
68.34880647;1579.91072;461373.156;4902251.277
69.8891664;1685.332281;462373.156;4902251.277
70.94205868;1563.295255;463373.156;4902251.277
68.6658258;1437.95172;464373.156;4902251.277
65.97153866;1171.827676;465373.156;4902251.277
75.33143979;958.8981442;466373.156;4902251.277
69.91498863;816.0834198;467373.156;4902251.277
67.50176776;759.9382038;468373.156;4902251.277
72.96145226;778.0694034;469373.156;4902251.277
55.81571193;623.0350616;470373.156;4902251.277
65.16719679;967.2496506;471373.156;4902251.277
67.71206196;1152.143518;472373.156;4902251.277
54.77907156;938.7039504;473373.156;4902251.277
51.4257537;733.4431244;474373.156;4902251.277
36.09071837;522.8694888;475373.156;4902251.277
6.512285494;350.6693923;476373.156;4902251.277
3.822761535;293.4637987;477373.156;4902251.277
6.464755353;297.7016802;478373.156;4902251.277
1.174343026;297.2112272;479373.156;4902251.277
3.447206348;297.347444;480373.156;4902251.277
0.08321722;300.8935628;481373.156;4902251.277
0.255521756;297.9469737;482373.156;4902251.277
3.545764914;298.5570828;483373.156;4902251.277
3.020457882;301.9059892;484373.156;4902251.277
1.480966441;300.4583068;485373.156;4902251.277
2.179711814;305.8948057;486373.156;4902251.277
0;312.4671264;487373.156;4902251.277
0;311.0978506;488373.156;4902251.277
0;314.2859364;489373.156;4902251.277
1.191037019;317.5991236;490373.156;4902251.277
0.150435207;317.7320199;491373.156;4902251.277
1.12643764;316.2202713;492373.156;4902251.277
0.574917381;319.3396733;493373.156;4902251.277
0.465224352;321.5414795;494373.156;4902251.277
0.201717032;320.8182838;495373.156;4902251.277
0;324.1987603;496373.156;4902251.277
0;334.6847496;497373.156;4902251.277
0.084046393;347.6220228;498373.156;4902251.277
0.153466005;370.0206388;499373.156;4902251.277
3.983845141;458.108503;500373.156;4902251.277
26.07346457;672.0653019;501373.156;4902251.277
21.42658906;787.0010419;502373.156;4902251.277
69.50245982;649.2424328;430373.156;4903251.277
69.2472602;666.2812712;431373.156;4903251.277
59.27685197;532.602739;432373.156;4903251.277
66.24774701;564.7854422;433373.156;4903251.277
60.68080371;445.1912791;434373.156;4903251.277
54.41884799;480.8183956;435373.156;4903251.277
56.95744807;329.5381193;436373.156;4903251.277
66.83839813;567.5039272;437373.156;4903251.277
67.08588305;825.3449173;438373.156;4903251.277
45.86979057;642.5148014;439373.156;4903251.277
66.0480025;808.4359953;440373.156;4903251.277
66.37623896;686.6013905;441373.156;4903251.277
52.19427604;461.9335203;442373.156;4903251.277
65.39586957;520.0776678;443373.156;4903251.277
55.58170643;657.1952636;444373.156;4903251.277
60.91720352;764.8720671;445373.156;4903251.277
64.68825568;824.1506158;446373.156;4903251.277
48.58808454;494.2511818;447373.156;4903251.277
62.10183089;627.3050204;448373.156;4903251.277
71.55553525;1125.756435;449373.156;4903251.277
70.27766606;1852.687673;450373.156;4903251.277
67.16983782;2656.320102;451373.156;4903251.277
64.06131765;2918.111663;452373.156;4903251.277
66.14425613;2942.286563;453373.156;4903251.277
72.97586973;2762.068508;454373.156;4903251.277
69.0624366;2663.401506;455373.156;4903251.277
70.83127235;2403.123344;456373.156;4903251.277
67.93688876;2596.225445;457373.156;4903251.277
66.99327593;2077.272819;458373.156;4903251.277
52.29287579;2056.487619;459373.156;4903251.277
58.4703075;1957.371145;460373.156;4903251.277
75.30593881;1936.140417;461373.156;4903251.277
74.96196854;1913.344855;462373.156;4903251.277
76.07601566;1536.572603;463373.156;4903251.277
75.48512375;1423.228778;464373.156;4903251.277
64.06173872;1412.831751;465373.156;4903251.277
65.09991054;1118.871989;466373.156;4903251.277
68.65619119;1012.573202;467373.156;4903251.277
66.31860448;988.5055143;468373.156;4903251.277
53.20860465;894.1553984;469373.156;4903251.277
57.40934796;718.2904187;470373.156;4903251.277
54.74732597;802.1217139;471373.156;4903251.277
66.36368987;935.621492;472373.156;4903251.277
52.75299992;992.1825251;473373.156;4903251.277
44.76666122;830.0469012;474373.156;4903251.277
22.13984972;525.1246806;475373.156;4903251.277
10.62034358;353.4424541;476373.156;4903251.277
1.151085624;293.3202205;477373.156;4903251.277
2.03548304;293.376771;478373.156;4903251.277
1.366373815;294.5627245;479373.156;4903251.277
8.005338362;295.7561605;480373.156;4903251.277
0.427230924;296.4791335;481373.156;4903251.277
0.025066135;293.4883505;482373.156;4903251.277
2.781593804;296.7447419;483373.156;4903251.277
7.708794655;296.0073992;484373.156;4903251.277
9.52343881;296.5400368;485373.156;4903251.277
3.164786874;304.479683;486373.156;4903251.277
0;309.5210411;487373.156;4903251.277
0;307.5428345;488373.156;4903251.277
1.013592699;311.3596826;489373.156;4903251.277
3.231859957;314.2690904;490373.156;4903251.277
0.177987463;313.4918897;491373.156;4903251.277
0.270178935;313.3063495;492373.156;4903251.277
0.152662906;315.5853289;493373.156;4903251.277
0.073277599;316.6325299;494373.156;4903251.277
0.256088965;316.8278945;495373.156;4903251.277
0;321.8713956;496373.156;4903251.277
0;334.8212002;497373.156;4903251.277
0.003490447;353.5097454;498373.156;4903251.277
0.006603218;380.812697;499373.156;4903251.277
5.181550107;463.2363953;500373.156;4903251.277
8.716816214;548.8597043;501373.156;4903251.277
8.79768289;610.1453156;502373.156;4903251.277
63.20911262;529.9503622;430373.156;4904251.277
65.42071146;511.8734889;431373.156;4904251.277
57.79473209;468.6768281;432373.156;4904251.277
54.72210269;331.0164607;433373.156;4904251.277
62.51334584;401.7321132;434373.156;4904251.277
66.31209062;600.1528532;435373.156;4904251.277
65.70283089;501.5896152;436373.156;4904251.277
65.90490564;774.145049;437373.156;4904251.277
63.84660879;832.1126775;438373.156;4904251.277
64.400899;591.5898703;439373.156;4904251.277
66.10215478;913.4582793;440373.156;4904251.277
63.79150259;696.9364553;441373.156;4904251.277
35.81343601;335.7377973;442373.156;4904251.277
46.09521603;407.6234008;443373.156;4904251.277
40.94476334;382.7736242;444373.156;4904251.277
51.54575207;442.7921308;445373.156;4904251.277
39.79343361;480.8761782;446373.156;4904251.277
44.56829857;435.2745823;447373.156;4904251.277
68.46952029;558.0491031;448373.156;4904251.277
67.80767777;822.0938888;449373.156;4904251.277
72.68227548;1261.390077;450373.156;4904251.277
66.73123617;1700.61233;451373.156;4904251.277
66.99111091;2031.986826;452373.156;4904251.277
72.04345653;2034.92477;453373.156;4904251.277
72.06168801;2152.823583;454373.156;4904251.277
72.84488294;2589.607604;455373.156;4904251.277
71.26880549;2841.860796;456373.156;4904251.277
75.20133887;2889.19619;457373.156;4904251.277
74.49703733;2163.491774;458373.156;4904251.277
53.28452228;1989.12716;459373.156;4904251.277
60.32133093;1756.511041;460373.156;4904251.277
73.52008805;1328.338944;461373.156;4904251.277
73.27374796;1458.550488;462373.156;4904251.277
72.65667436;1230.654922;463373.156;4904251.277
70.3552079;1228.965024;464373.156;4904251.277
62.8486073;1176.845494;465373.156;4904251.277
49.89147507;939.9208106;466373.156;4904251.277
60.8742672;760.5569535;467373.156;4904251.277
48.05558533;682.9681869;468373.156;4904251.277
58.13117079;626.2021926;469373.156;4904251.277
57.0843356;604.9829585;470373.156;4904251.277
30.94178839;514.2154872;471373.156;4904251.277
58.62143384;563.1174137;472373.156;4904251.277
61.24915447;604.7566315;473373.156;4904251.277
60.44250017;596.486154;474373.156;4904251.277
33.59294572;526.1169671;475373.156;4904251.277
0.871462829;353.2648103;476373.156;4904251.277
3.52997354;289.9968341;477373.156;4904251.277
3.011060584;289.0572024;478373.156;4904251.277
2.3993918;291.8960807;479373.156;4904251.277
0.508250452;290.7687805;480373.156;4904251.277
0.901217499;289.077702;481373.156;4904251.277
1.089144199;290.8626304;482373.156;4904251.277
7.567248365;293.0107026;483373.156;4904251.277
6.457453829;292.7330637;484373.156;4904251.277
2.337447843;298.3489212;485373.156;4904251.277
0;303.1964136;486373.156;4904251.277
0;305.1596249;487373.156;4904251.277
0;305.4256585;488373.156;4904251.277
1.158405508;308.3359222;489373.156;4904251.277
5.032667215;309.5850502;490373.156;4904251.277
0.001369439;309.9111271;491373.156;4904251.277
0.055282407;309.7493573;492373.156;4904251.277
0.00656551;311.0118842;493373.156;4904251.277
0;312.0810827;494373.156;4904251.277
0.724029623;312.4928724;495373.156;4904251.277
0;319.4727617;496373.156;4904251.277
0.184369731;331.2955757;497373.156;4904251.277
0.209022901;348.0461387;498373.156;4904251.277
0;376.9490395;499373.156;4904251.277
0.048499127;436.9692052;500373.156;4904251.277
1.146366774;511.8198833;501373.156;4904251.277
5.845103025;586.249319;502373.156;4904251.277
55.00987702;419.83531;430373.156;4905251.277
57.70012208;552.3625483;431373.156;4905251.277
56.36632872;316.0709931;432373.156;4905251.277
67.12483958;573.3137735;433373.156;4905251.277
65.55217889;673.0795289;434373.156;4905251.277
66.64300076;769.145555;435373.156;4905251.277
66.18850634;773.0442759;436373.156;4905251.277
67.14811775;692.8614172;437373.156;4905251.277
68.1962537;551.5409709;438373.156;4905251.277
68.96915759;669.9179818;439373.156;4905251.277
67.66165976;1067.57978;440373.156;4905251.277
65.29236911;776.2186528;441373.156;4905251.277
52.32690498;409.9037404;442373.156;4905251.277
68.30401902;746.9231241;443373.156;4905251.277
67.38031337;705.9611748;444373.156;4905251.277
66.69613703;623.077004;445373.156;4905251.277
52.57557389;556.5765277;446373.156;4905251.277
58.83077924;617.2255;447373.156;4905251.277
62.94269248;634.1148908;448373.156;4905251.277
66.33276033;821.8973691;449373.156;4905251.277
60.90116122;1123.335414;450373.156;4905251.277
69.11218441;1203.80248;451373.156;4905251.277
72.98177309;1384.001552;452373.156;4905251.277
71.67042607;1504.986621;453373.156;4905251.277
69.56528221;1583.74748;454373.156;4905251.277
70.10917449;1715.919337;455373.156;4905251.277
76.89742567;2083.275037;456373.156;4905251.277
73.70777796;2325.055539;457373.156;4905251.277
77.93256131;1811.924025;458373.156;4905251.277
52.36326373;1429.283286;459373.156;4905251.277
75.86128073;1280.821681;460373.156;4905251.277
69.56573346;1168.801447;461373.156;4905251.277
68.25884401;1002.698049;462373.156;4905251.277
66.55415703;966.3896521;463373.156;4905251.277
70.27095665;1246.861778;464373.156;4905251.277
67.00863387;1137.569591;465373.156;4905251.277
60.81817102;677.4079615;466373.156;4905251.277
52.6431213;554.5537621;467373.156;4905251.277
50.55049437;610.2886118;468373.156;4905251.277
44.95537126;480.1595571;469373.156;4905251.277
16.68565707;454.9283821;470373.156;4905251.277
5.869816451;339.8806039;471373.156;4905251.277
31.63923286;398.0268501;472373.156;4905251.277
36.04493203;438.5706946;473373.156;4905251.277
10.04676382;402.1480314;474373.156;4905251.277
3.434233745;388.494835;475373.156;4905251.277
0.341827666;363.1905424;476373.156;4905251.277
5.095989621;315.8600012;477373.156;4905251.277
2.81423319;285.2726677;478373.156;4905251.277
0.334665357;288.302558;479373.156;4905251.277
0.400796614;286.7364377;480373.156;4905251.277
2.409259083;286.087846;481373.156;4905251.277
3.730356756;287.9051616;482373.156;4905251.277
9.419460433;290.4798997;483373.156;4905251.277
10.82181275;290.8763651;484373.156;4905251.277
0.280889126;297.2569447;485373.156;4905251.277
0;299.5779587;486373.156;4905251.277
0;300.5652599;487373.156;4905251.277
0.001158654;303.7549293;488373.156;4905251.277
1.280263947;304.0973005;489373.156;4905251.277
1.580303562;306.4285802;490373.156;4905251.277
0.031815765;305.6856529;491373.156;4905251.277
1.284263557;305.330785;492373.156;4905251.277
0.051913414;306.7633343;493373.156;4905251.277
0.799970486;307.4121533;494373.156;4905251.277
0.027141199;311.6370616;495373.156;4905251.277
0;319.680086;496373.156;4905251.277
0;329.5150563;497373.156;4905251.277
0.698869936;345.2844478;498373.156;4905251.277
5.984327526;374.3788482;499373.156;4905251.277
11.98695496;478.1945821;500373.156;4905251.277
20.66254395;725.9921437;501373.156;4905251.277
35.50402277;878.9674435;502373.156;4905251.277
63.62668475;560.5263189;430373.156;4906251.277
61.22808871;429.9633053;431373.156;4906251.277
59.37697103;356.9157091;432373.156;4906251.277
64.19927642;499.7467949;433373.156;4906251.277
69.14282841;555.7698359;434373.156;4906251.277
64.92225674;732.6684029;435373.156;4906251.277
64.62265115;756.2831062;436373.156;4906251.277
69.73571351;735.1298352;437373.156;4906251.277
67.97368941;707.6081727;438373.156;4906251.277
69.58798356;532.3797698;439373.156;4906251.277
66.27294301;679.8433393;440373.156;4906251.277
60.93157096;528.0331899;441373.156;4906251.277
68.13646668;467.3715744;442373.156;4906251.277
66.23509961;537.2285468;443373.156;4906251.277
67.13560639;518.5519196;444373.156;4906251.277
65.14437851;471.6509471;445373.156;4906251.277
70.21949931;529.1332534;446373.156;4906251.277
65.88227847;665.5108205;447373.156;4906251.277
63.37371721;732.0934924;448373.156;4906251.277
63.80533715;917.4385892;449373.156;4906251.277
61.83234961;778.676392;450373.156;4906251.277
65.00364958;761.9231242;451373.156;4906251.277
67.22874959;961.6464881;452373.156;4906251.277
70.06843173;1195.919883;453373.156;4906251.277
68.40394814;1285.831319;454373.156;4906251.277
70.22996101;1308.82623;455373.156;4906251.277
74.66856092;1556.241692;456373.156;4906251.277
75.62867233;2056.899686;457373.156;4906251.277
73.44332782;1726.908642;458373.156;4906251.277
72.73359644;1409.749952;459373.156;4906251.277
71.3163692;1112.064495;460373.156;4906251.277
